Zip Code,Date,Count,Day,Feels Like,Precipitation
53215,2023-02-25,156,5,23.1,0.057
53215,2023-02-26,86,6,28.1,0.0
53215,2023-02-27,135,0,28.9,2.006
53215,2023-02-28,164,1,33.9,0.0
53215,2023-03-01,127,2,37.8,0.0
53215,2023-03-02,118,3,28.2,0.0
53215,2023-03-03,97,4,28.5,0.0
53215,2023-03-04,101,5,34.9,0.031
53215,2023-03-05,127,6,32.8,0.02
53215,2023-03-06,120,0,32.9,0.473
53215,2023-03-07,137,1,30.1,0.001
53215,2023-03-08,183,2,31.2,0.0
53215,2023-03-09,98,3,28.8,0.454
53215,2023-03-10,108,4,25.7,0.465
53215,2023-03-11,132,5,25.5,0.011
53215,2023-03-12,101,6,27.5,0.111
53215,2023-03-13,119,0,19.7,0.04
53215,2023-03-14,71,1,17.8,0.0
53215,2023-03-21,92,1,36.4,0.0
53215,2023-03-22,123,2,39.4,0.0
53215,2023-03-23,138,3,33.4,0.032
53215,2023-03-24,112,4,31.1,0.0
53215,2023-03-25,110,5,27.7,0.66
53215,2023-03-26,98,6,32.6,0.107
53215,2023-03-27,125,0,30.5,0.005
53215,2023-03-28,127,1,35.1,0.0
53215,2023-03-29,159,2,28.1,0.0
53215,2023-03-30,53,3,28.7,0.0
53215,2023-04-01,51,5,30.8,0.011
53215,2023-04-02,87,6,33.6,0.0
53215,2023-04-03,97,0,48.1,0.211
53215,2023-04-04,144,1,38.6,0.523
53215,2023-04-05,106,2,47.9,0.339
53215,2023-04-06,114,3,36.3,0.0
53215,2023-04-07,119,4,31.8,0.0
53215,2023-04-08,101,5,45.6,0.0
53215,2023-04-09,113,6,53.2,0.0
53215,2023-04-10,116,0,58.8,0.0
53215,2023-04-11,152,1,66.5,0.0
53215,2023-04-12,101,2,70.8,0.0
53215,2023-04-13,112,3,69.7,0.0
53215,2023-04-14,94,4,66.1,0.0
53215,2023-04-15,85,5,67.0,0.012
53215,2023-04-16,125,6,47.1,0.162
53215,2023-04-17,124,0,25.4,0.023
53215,2023-04-18,114,1,38.5,0.0
53215,2023-04-19,107,2,33.8,0.119
53215,2023-04-20,131,3,53.6,0.16
53216,2023-01-21,24,5,21.8,0.0
53216,2023-02-02,14,3,10.7,0.0
53216,2023-02-06,38,0,23.7,0.0
53216,2023-02-07,109,1,33.1,0.0
53216,2023-02-08,175,2,31.7,0.0
53216,2023-02-09,104,3,29.0,0.957
53216,2023-02-10,113,4,24.2,0.0
53216,2023-02-11,99,5,28.0,0.0
53216,2023-02-12,87,6,37.2,0.0
53216,2023-02-13,88,0,35.5,0.0
53216,2023-02-14,114,1,37.1,0.039
53216,2023-02-15,117,2,35.4,0.007
53216,2023-02-16,110,3,18.4,0.309
53216,2023-02-17,113,4,9.2,0.0
53216,2023-02-18,128,5,24.3,0.0
53216,2023-02-19,103,6,34.1,0.0
53216,2023-02-20,116,0,28.9,0.0
53216,2023-02-21,93,1,20.7,0.011
53216,2023-02-22,84,2,19.9,0.648
53216,2023-02-23,145,3,22.6,0.066
53216,2023-02-24,109,4,11.4,0.02
53216,2023-02-25,111,5,23.1,0.057
53216,2023-02-26,106,6,28.1,0.0
53216,2023-02-27,117,0,28.9,2.006
53216,2023-02-28,157,1,33.9,0.0
53216,2023-03-01,151,2,37.8,0.0
53216,2023-03-02,135,3,28.2,0.0
53216,2023-03-03,121,4,28.5,0.0
53216,2023-03-04,102,5,34.9,0.031
53216,2023-03-05,106,6,32.8,0.02
53216,2023-03-06,124,0,32.9,0.473
53216,2023-03-07,151,1,30.1,0.001
53216,2023-03-08,118,2,31.2,0.0
53216,2023-03-09,116,3,28.8,0.454
53216,2023-03-10,102,4,25.7,0.465
53216,2023-03-11,100,5,25.5,0.011
53216,2023-03-12,96,6,27.5,0.111
53216,2023-03-13,144,0,19.7,0.04
53216,2023-03-14,67,1,17.8,0.0
53216,2023-03-21,84,1,36.4,0.0
53216,2023-03-22,216,2,39.4,0.0
53216,2023-03-23,131,3,33.4,0.032
53216,2023-03-24,130,4,31.1,0.0
53216,2023-03-25,128,5,27.7,0.66
53216,2023-03-26,116,6,32.6,0.107
53216,2023-03-27,129,0,30.5,0.005
53216,2023-03-28,115,1,35.1,0.0
53216,2023-03-29,150,2,28.1,0.0
53216,2023-03-30,43,3,28.7,0.0
53216,2023-04-01,63,5,30.8,0.011
53216,2023-04-02,135,6,33.6,0.0
53216,2023-04-03,124,0,48.1,0.211
53216,2023-04-04,162,1,38.6,0.523
53216,2023-04-05,130,2,47.9,0.339
53216,2023-04-06,96,3,36.3,0.0
53216,2023-04-07,97,4,31.8,0.0
53216,2023-04-08,107,5,45.6,0.0
53216,2023-04-09,98,6,53.2,0.0
53216,2023-04-10,119,0,58.8,0.0
53216,2023-04-11,103,1,66.5,0.0
53216,2023-04-12,128,2,70.8,0.0
53216,2023-04-13,122,3,69.7,0.0
53216,2023-04-14,83,4,66.1,0.0
53216,2023-04-15,97,5,67.0,0.012
53216,2023-04-16,113,6,47.1,0.162
53216,2023-04-17,156,0,25.4,0.023
53216,2023-04-18,130,1,38.5,0.0
53216,2023-04-19,130,2,33.8,0.119
53216,2023-04-20,113,3,53.6,0.16
53217,2023-02-10,2,4,24.2,0.0
53217,2023-02-17,1,4,9.2,0.0
53217,2023-02-24,1,4,11.4,0.02
53217,2023-02-25,3,5,23.1,0.057
53217,2023-02-26,2,6,28.1,0.0
53217,2023-03-04,1,5,34.9,0.031
53217,2023-03-05,1,6,32.8,0.02
53217,2023-03-08,3,2,31.2,0.0
53217,2023-04-05,4,2,47.9,0.339
53217,2023-04-06,1,3,36.3,0.0
53217,2023-04-11,1,1,66.5,0.0
53217,2023-04-12,1,2,70.8,0.0
53217,2023-04-19,1,2,33.8,0.119
53218,2023-01-21,18,5,21.8,0.0
53218,2023-02-02,4,3,10.7,0.0
53218,2023-02-06,29,0,23.7,0.0
53218,2023-02-07,70,1,33.1,0.0
53218,2023-02-08,96,2,31.7,0.0
53218,2023-02-09,84,3,29.0,0.957
53218,2023-02-10,110,4,24.2,0.0
53218,2023-02-11,82,5,28.0,0.0
53218,2023-02-12,90,6,37.2,0.0
53218,2023-02-13,74,0,35.5,0.0
53218,2023-02-14,83,1,37.1,0.039
53218,2023-02-15,124,2,35.4,0.007
53218,2023-02-16,73,3,18.4,0.309
53218,2023-02-17,77,4,9.2,0.0
53218,2023-02-18,72,5,24.3,0.0
53218,2023-02-19,115,6,34.1,0.0
53218,2023-02-20,104,0,28.9,0.0
53218,2023-02-21,119,1,20.7,0.011
53218,2023-02-22,81,2,19.9,0.648
53218,2023-02-23,78,3,22.6,0.066
53218,2023-02-24,103,4,11.4,0.02
53218,2023-02-25,96,5,23.1,0.057
53218,2023-02-26,102,6,28.1,0.0
53218,2023-02-27,110,0,28.9,2.006
53218,2023-02-28,124,1,33.9,0.0
53218,2023-03-01,104,2,37.8,0.0
53218,2023-03-02,83,3,28.2,0.0
53218,2023-03-03,92,4,28.5,0.0
53218,2023-03-04,94,5,34.9,0.031
53218,2023-03-05,65,6,32.8,0.02
53218,2023-03-06,104,0,32.9,0.473
53218,2023-03-07,128,1,30.1,0.001
53218,2023-03-08,112,2,31.2,0.0
53218,2023-03-09,120,3,28.8,0.454
53218,2023-03-10,90,4,25.7,0.465
53218,2023-03-11,103,5,25.5,0.011
53218,2023-03-12,66,6,27.5,0.111
53218,2023-03-13,103,0,19.7,0.04
53218,2023-03-14,69,1,17.8,0.0
53218,2023-03-21,91,1,36.4,0.0
53218,2023-03-22,121,2,39.4,0.0
53218,2023-03-23,119,3,33.4,0.032
53218,2023-03-24,122,4,31.1,0.0
53218,2023-03-25,99,5,27.7,0.66
53218,2023-03-26,138,6,32.6,0.107
53218,2023-03-27,71,0,30.5,0.005
53218,2023-03-28,102,1,35.1,0.0
53218,2023-03-29,113,2,28.1,0.0
53218,2023-03-30,39,3,28.7,0.0
53218,2023-04-01,103,5,30.8,0.011
53218,2023-04-02,132,6,33.6,0.0
53218,2023-04-03,114,0,48.1,0.211
53218,2023-04-04,132,1,38.6,0.523
53218,2023-04-05,121,2,47.9,0.339
53218,2023-04-06,111,3,36.3,0.0
53218,2023-04-07,104,4,31.8,0.0
53218,2023-04-08,103,5,45.6,0.0
53218,2023-04-09,82,6,53.2,0.0
53218,2023-04-10,117,0,58.8,0.0
53218,2023-04-11,80,1,66.5,0.0
53218,2023-04-12,140,2,70.8,0.0
53218,2023-04-13,146,3,69.7,0.0
53218,2023-04-14,101,4,66.1,0.0
53218,2023-04-15,111,5,67.0,0.012
53218,2023-04-16,86,6,47.1,0.162
53218,2023-04-17,95,0,25.4,0.023
53218,2023-04-18,119,1,38.5,0.0
53218,2023-04-19,80,2,33.8,0.119
53218,2023-04-20,102,3,53.6,0.16
53219,2023-01-21,3,5,21.8,0.0
53219,2023-02-06,8,0,23.7,0.0
53219,2023-02-07,9,1,33.1,0.0
53219,2023-02-08,2,2,31.7,0.0
53219,2023-02-09,13,3,29.0,0.957
53219,2023-02-10,11,4,24.2,0.0
53219,2023-02-11,24,5,28.0,0.0
53219,2023-02-12,10,6,37.2,0.0
53219,2023-02-13,8,0,35.5,0.0
53219,2023-02-14,9,1,37.1,0.039
53219,2023-02-15,12,2,35.4,0.007
53219,2023-02-16,9,3,18.4,0.309
53219,2023-02-17,17,4,9.2,0.0
53219,2023-02-18,11,5,24.3,0.0
53219,2023-02-19,8,6,34.1,0.0
53219,2023-02-20,16,0,28.9,0.0
53219,2023-02-21,23,1,20.7,0.011
53219,2023-02-22,15,2,19.9,0.648
53219,2023-02-23,12,3,22.6,0.066
53219,2023-02-24,17,4,11.4,0.02
53219,2023-02-25,6,5,23.1,0.057
53219,2023-02-26,8,6,28.1,0.0
53219,2023-02-27,24,0,28.9,2.006
53219,2023-02-28,35,1,33.9,0.0
53219,2023-03-01,15,2,37.8,0.0
53219,2023-03-02,20,3,28.2,0.0
53219,2023-03-03,21,4,28.5,0.0
53219,2023-03-04,15,5,34.9,0.031
53219,2023-03-05,36,6,32.8,0.02
53219,2023-03-06,18,0,32.9,0.473
53219,2023-03-07,11,1,30.1,0.001
53219,2023-03-08,18,2,31.2,0.0
53219,2023-03-09,9,3,28.8,0.454
53219,2023-03-10,15,4,25.7,0.465
53219,2023-03-11,22,5,25.5,0.011
53219,2023-03-12,11,6,27.5,0.111
53219,2023-03-13,27,0,19.7,0.04
53219,2023-03-14,9,1,17.8,0.0
53219,2023-03-21,6,1,36.4,0.0
53219,2023-03-22,16,2,39.4,0.0
53219,2023-03-23,16,3,33.4,0.032
53219,2023-03-24,11,4,31.1,0.0
53219,2023-03-25,9,5,27.7,0.66
53219,2023-03-26,13,6,32.6,0.107
53219,2023-03-27,5,0,30.5,0.005
53219,2023-03-28,16,1,35.1,0.0
53219,2023-03-29,15,2,28.1,0.0
53219,2023-03-30,3,3,28.7,0.0
53219,2023-04-01,36,5,30.8,0.011
53219,2023-04-02,12,6,33.6,0.0
53219,2023-04-03,3,0,48.1,0.211
53219,2023-04-04,12,1,38.6,0.523
53219,2023-04-05,11,2,47.9,0.339
53219,2023-04-06,8,3,36.3,0.0
53219,2023-04-07,17,4,31.8,0.0
53219,2023-04-08,18,5,45.6,0.0
53219,2023-04-09,12,6,53.2,0.0
53219,2023-04-10,13,0,58.8,0.0
53219,2023-04-11,11,1,66.5,0.0
53219,2023-04-12,10,2,70.8,0.0
53219,2023-04-13,18,3,69.7,0.0
53219,2023-04-14,10,4,66.1,0.0
53219,2023-04-15,5,5,67.0,0.012
53219,2023-04-16,12,6,47.1,0.162
53219,2023-04-17,10,0,25.4,0.023
53219,2023-04-18,10,1,38.5,0.0
53219,2023-04-19,4,2,33.8,0.119
53219,2023-04-20,11,3,53.6,0.16
53220,2023-01-21,3,5,21.8,0.0
53220,2023-02-02,2,3,10.7,0.0
53220,2023-02-07,13,1,33.1,0.0
53220,2023-02-08,7,2,31.7,0.0
53220,2023-02-09,13,3,29.0,0.957
53220,2023-02-10,19,4,24.2,0.0
53220,2023-02-11,9,5,28.0,0.0
53220,2023-02-12,4,6,37.2,0.0
53220,2023-02-13,10,0,35.5,0.0
53220,2023-02-14,6,1,37.1,0.039
53220,2023-02-15,16,2,35.4,0.007
53220,2023-02-16,5,3,18.4,0.309
53220,2023-02-17,9,4,9.2,0.0
53220,2023-02-18,11,5,24.3,0.0
53220,2023-02-19,6,6,34.1,0.0
53220,2023-02-20,8,0,28.9,0.0
53220,2023-02-21,6,1,20.7,0.011
53220,2023-02-22,8,2,19.9,0.648
53220,2023-02-23,9,3,22.6,0.066
53220,2023-02-24,11,4,11.4,0.02
53220,2023-02-25,6,5,23.1,0.057
53220,2023-02-26,14,6,28.1,0.0
53220,2023-02-27,8,0,28.9,2.006
53220,2023-02-28,17,1,33.9,0.0
53220,2023-03-01,7,2,37.8,0.0
53220,2023-03-02,13,3,28.2,0.0
53220,2023-03-03,15,4,28.5,0.0
53220,2023-03-04,6,5,34.9,0.031
53220,2023-03-05,13,6,32.8,0.02
53220,2023-03-06,8,0,32.9,0.473
53220,2023-03-07,9,1,30.1,0.001
53220,2023-03-08,9,2,31.2,0.0
53220,2023-03-09,11,3,28.8,0.454
53220,2023-03-10,6,4,25.7,0.465
53220,2023-03-11,6,5,25.5,0.011
53220,2023-03-12,4,6,27.5,0.111
53220,2023-03-13,4,0,19.7,0.04
53220,2023-03-14,5,1,17.8,0.0
53220,2023-03-21,3,1,36.4,0.0
53220,2023-03-22,8,2,39.4,0.0
53220,2023-03-23,17,3,33.4,0.032
53220,2023-03-24,15,4,31.1,0.0
53220,2023-03-25,7,5,27.7,0.66
53220,2023-03-26,10,6,32.6,0.107
53220,2023-03-27,14,0,30.5,0.005
53220,2023-03-28,15,1,35.1,0.0
53220,2023-03-29,10,2,28.1,0.0
53220,2023-03-30,4,3,28.7,0.0
53220,2023-04-01,4,5,30.8,0.011
53220,2023-04-02,10,6,33.6,0.0
53220,2023-04-03,10,0,48.1,0.211
53220,2023-04-04,3,1,38.6,0.523
53220,2023-04-05,3,2,47.9,0.339
53220,2023-04-06,6,3,36.3,0.0
53220,2023-04-07,7,4,31.8,0.0
53220,2023-04-08,7,5,45.6,0.0
53220,2023-04-09,9,6,53.2,0.0
53220,2023-04-10,6,0,58.8,0.0
53220,2023-04-11,15,1,66.5,0.0
53220,2023-04-12,16,2,70.8,0.0
53220,2023-04-13,16,3,69.7,0.0
53220,2023-04-14,9,4,66.1,0.0
53220,2023-04-15,3,5,67.0,0.012
53220,2023-04-16,13,6,47.1,0.162
53220,2023-04-17,4,0,25.4,0.023
53220,2023-04-18,11,1,38.5,0.0
53220,2023-04-19,15,2,33.8,0.119
53220,2023-04-20,6,3,53.6,0.16
53221,2023-01-21,15,5,21.8,0.0
53221,2023-02-02,1,3,10.7,0.0
53221,2023-02-06,8,0,23.7,0.0
53221,2023-02-07,24,1,33.1,0.0
53221,2023-02-08,32,2,31.7,0.0
53221,2023-02-09,17,3,29.0,0.957
53221,2023-02-10,21,4,24.2,0.0
53221,2023-02-11,35,5,28.0,0.0
53221,2023-02-12,23,6,37.2,0.0
53221,2023-02-13,28,0,35.5,0.0
53221,2023-02-14,45,1,37.1,0.039
53221,2023-02-15,29,2,35.4,0.007
53221,2023-02-16,33,3,18.4,0.309
53221,2023-02-17,32,4,9.2,0.0
53221,2023-02-18,28,5,24.3,0.0
53221,2023-02-19,27,6,34.1,0.0
53221,2023-02-20,42,0,28.9,0.0
53221,2023-02-21,22,1,20.7,0.011
53221,2023-02-22,22,2,19.9,0.648
53221,2023-02-23,38,3,22.6,0.066
53221,2023-02-24,17,4,11.4,0.02
53221,2023-02-25,24,5,23.1,0.057
53221,2023-02-26,33,6,28.1,0.0
53221,2023-02-27,38,0,28.9,2.006
53221,2023-02-28,45,1,33.9,0.0
53221,2023-03-01,45,2,37.8,0.0
53221,2023-03-02,28,3,28.2,0.0
53221,2023-03-03,36,4,28.5,0.0
53221,2023-03-04,37,5,34.9,0.031
53221,2023-03-05,31,6,32.8,0.02
53221,2023-03-06,30,0,32.9,0.473
53221,2023-03-07,21,1,30.1,0.001
53221,2023-03-08,33,2,31.2,0.0
53221,2023-03-09,27,3,28.8,0.454
53221,2023-03-10,29,4,25.7,0.465
53221,2023-03-11,27,5,25.5,0.011
53221,2023-03-12,28,6,27.5,0.111
53221,2023-03-13,29,0,19.7,0.04
53221,2023-03-14,18,1,17.8,0.0
53221,2023-03-21,15,1,36.4,0.0
53221,2023-03-22,17,2,39.4,0.0
53221,2023-03-23,24,3,33.4,0.032
53221,2023-03-24,33,4,31.1,0.0
53221,2023-03-25,30,5,27.7,0.66
53221,2023-03-26,14,6,32.6,0.107
53221,2023-03-27,31,0,30.5,0.005
53221,2023-03-28,28,1,35.1,0.0
53221,2023-03-29,23,2,28.1,0.0
53221,2023-03-30,13,3,28.7,0.0
53221,2023-04-01,30,5,30.8,0.011
53221,2023-04-02,25,6,33.6,0.0
53221,2023-04-03,41,0,48.1,0.211
53221,2023-04-04,46,1,38.6,0.523
53221,2023-04-05,30,2,47.9,0.339
53221,2023-04-06,30,3,36.3,0.0
53221,2023-04-07,41,4,31.8,0.0
53221,2023-04-08,52,5,45.6,0.0
53221,2023-04-09,20,6,53.2,0.0
53221,2023-04-10,35,0,58.8,0.0
53221,2023-04-11,31,1,66.5,0.0
53221,2023-04-12,10,2,70.8,0.0
53221,2023-04-13,25,3,69.7,0.0
53221,2023-04-14,22,4,66.1,0.0
53221,2023-04-15,30,5,67.0,0.012
53221,2023-04-16,37,6,47.1,0.162
53221,2023-04-17,17,0,25.4,0.023
53221,2023-04-18,29,1,38.5,0.0
53221,2023-04-19,26,2,33.8,0.119
53221,2023-04-20,33,3,53.6,0.16
53222,2023-01-21,6,5,21.8,0.0
53222,2023-02-02,3,3,10.7,0.0
53222,2023-02-06,9,0,23.7,0.0
53222,2023-02-07,17,1,33.1,0.0
53222,2023-02-08,20,2,31.7,0.0
53222,2023-02-09,23,3,29.0,0.957
53222,2023-02-10,21,4,24.2,0.0
53222,2023-02-11,17,5,28.0,0.0
53222,2023-02-12,11,6,37.2,0.0
53222,2023-02-13,20,0,35.5,0.0
53222,2023-02-14,16,1,37.1,0.039
53222,2023-02-15,11,2,35.4,0.007
53222,2023-02-16,23,3,18.4,0.309
53222,2023-02-17,14,4,9.2,0.0
53222,2023-02-18,25,5,24.3,0.0
53222,2023-02-19,24,6,34.1,0.0
53222,2023-02-20,32,0,28.9,0.0
53222,2023-02-21,21,1,20.7,0.011
53222,2023-02-22,18,2,19.9,0.648
53222,2023-02-23,22,3,22.6,0.066
53222,2023-02-24,20,4,11.4,0.02
53222,2023-02-25,13,5,23.1,0.057
53222,2023-02-26,25,6,28.1,0.0
53222,2023-02-27,24,0,28.9,2.006
53222,2023-02-28,33,1,33.9,0.0
53222,2023-03-01,30,2,37.8,0.0
53222,2023-03-02,20,3,28.2,0.0
53222,2023-03-03,24,4,28.5,0.0
53222,2023-03-04,11,5,34.9,0.031
53222,2023-03-05,14,6,32.8,0.02
53222,2023-03-06,20,0,32.9,0.473
53222,2023-03-07,27,1,30.1,0.001
53222,2023-03-08,30,2,31.2,0.0
53222,2023-03-09,19,3,28.8,0.454
53222,2023-03-10,15,4,25.7,0.465
53222,2023-03-11,13,5,25.5,0.011
53222,2023-03-12,19,6,27.5,0.111
53222,2023-03-13,17,0,19.7,0.04
53222,2023-03-14,22,1,17.8,0.0
53222,2023-03-21,3,1,36.4,0.0
53222,2023-03-22,13,2,39.4,0.0
53222,2023-03-23,36,3,33.4,0.032
53222,2023-03-24,14,4,31.1,0.0
53222,2023-03-25,22,5,27.7,0.66
53222,2023-03-26,24,6,32.6,0.107
53222,2023-03-27,18,0,30.5,0.005
53222,2023-03-28,12,1,35.1,0.0
53222,2023-03-29,28,2,28.1,0.0
53222,2023-03-30,7,3,28.7,0.0
53222,2023-04-01,9,5,30.8,0.011
53222,2023-04-02,12,6,33.6,0.0
53222,2023-04-03,18,0,48.1,0.211
53222,2023-04-04,22,1,38.6,0.523
53222,2023-04-05,26,2,47.9,0.339
53222,2023-04-06,37,3,36.3,0.0
53222,2023-04-07,24,4,31.8,0.0
53222,2023-04-08,24,5,45.6,0.0
53222,2023-04-09,12,6,53.2,0.0
53222,2023-04-10,20,0,58.8,0.0
53222,2023-04-11,7,1,66.5,0.0
53222,2023-04-12,21,2,70.8,0.0
53222,2023-04-13,11,3,69.7,0.0
53222,2023-04-14,18,4,66.1,0.0
53222,2023-04-15,18,5,67.0,0.012
53222,2023-04-16,23,6,47.1,0.162
53222,2023-04-17,18,0,25.4,0.023
53222,2023-04-18,17,1,38.5,0.0
